item_id	Category	itemID
185593	Bars & Nightlife|Food & Restaurants	1238
185634	Bars & Nightlife	1239
185695	Arts & Entertainment|Event Services|Travel & Transportation	1240
185705	Food & Restaurants|Coffee,Tea & Desserts|Event Services	1241
185747	Food & Restaurants	1242
185794	Food & Restaurants	1243
185798	Food & Restaurants	1244
186028	Arts & Entertainment	1245
186085	Arts & Entertainment|Bars & Nightlife	1246
186261	Food & Restaurants	1247
186305	Food & Restaurants	1248
186344	Active Life & Fitness|Sports & Recreation	1249
186476	Bars & Nightlife|Drinks & Spirits|Food & Restaurants	1250
186517	Asian|Food & Restaurants	1251
186646	Food & Restaurants	1252
186759	Bars & Nightlife|Food & Restaurants	1253
186796	Food & Restaurants	1254
186936	Food & Restaurants	1255
186937	Food & Restaurants	1256
187040	Arts & Entertainment|Bars & Nightlife	1257
187252	Food & Restaurants	1258
187326	Food & Restaurants	1259
187398	Food & Restaurants|Bars & Nightlife	1260
187469	Food & Restaurants|Asian	1261
187650	Food & Restaurants	1262
187680	Bars & Nightlife|Asian|Food & Restaurants	1263
187691	Asian|Food & Restaurants	1264
188067	Food & Restaurants	1265
188109	Arts & Entertainment|Event Services|Home & Garden|Travel & Transportation|Shopping & Fashion	1266
188255	Food & Restaurants	1267
188310	Food & Restaurants	1268
188449	Food & Restaurants|Bars & Nightlife	1269
188454	Food & Restaurants	1270
188578	Food & Restaurants	1271
